orderdetailid,orderid,itemid,PreparationTime,DeliveryTime,TotalTime
7980,7980,33,23,119,142
7981,7981,233,52,31,83
7982,7982,343,35,71,106
7983,7983,295,20,106,126
7984,7984,396,24,33,57
7985,7985,396,57,17,74
7986,7986,336,34,90,124
7987,7987,312,55,54,109
7988,7988,48,35,85,120
7989,7989,149,44,31,75
7990,7990,150,58,83,141
7991,7991,384,21,83,104
7992,7992,128,56,32,88
7993,7993,51,19,48,67
7994,7994,198,38,105,143
7995,7995,40,49,49,98
7996,7996,200,53,67,120
7997,7997,210,14,85,99
7998,7998,403,49,20,69
7999,7999,251,58,97,155
8000,8000,119,39,72,111
8001,8001,229,43,98,141
8002,8002,431,17,97,114
8003,8003,17,39,19,58
8004,8004,276,20,32,52
8005,8005,408,22,40,62
8006,8006,73,33,33,66
8007,8007,425,50,106,156
8008,8008,215,25,96,121
8009,8009,231,39,46,85
8010,8010,72,58,15,73
8011,8011,22,57,21,78
8012,8012,257,37,39,76
8013,8013,15,48,26,74
8014,8014,373,48,60,108
8015,8015,84,17,42,59
8016,8016,88,16,97,113
8017,8017,15,33,74,107
8018,8018,132,26,68,94
8019,8019,448,42,28,70
8020,8020,92,30,110,140
8021,8021,423,27,52,79
8022,8022,346,33,36,69
8023,8023,355,49,102,151
8024,8024,107,38,87,125
8025,8025,55,15,66,81
8026,8026,1,16,28,44
8027,8027,473,44,105,149
8028,8028,249,33,104,137
8029,8029,236,12,34,46
8030,8030,250,11,17,28
8031,8031,23,48,71,119
8032,8032,258,13,39,52
8033,8033,399,40,59,99
8034,8034,185,11,31,42
8035,8035,146,34,92,126
8036,8036,129,39,120,159
8037,8037,261,18,88,106
8038,8038,365,37,113,150
8039,8039,209,53,68,121
8040,8040,259,30,43,73
8041,8041,250,12,63,75
8042,8042,112,18,94,112
8043,8043,292,36,87,123
8044,8044,353,11,30,41
8045,8045,296,33,76,109
8046,8046,378,52,103,155
8047,8047,298,59,20,79
8048,8048,307,48,89,137
8049,8049,18,57,102,159
8050,8050,297,54,100,154
8051,8051,117,14,84,98
8052,8052,461,11,33,44
8053,8053,418,41,58,99
8054,8054,337,24,59,83
8055,8055,218,34,62,96
8056,8056,350,49,39,88
8057,8057,52,21,25,46
8058,8058,163,28,53,81
8059,8059,84,55,75,130
8060,8060,33,37,95,132
8061,8061,453,57,24,81
8062,8062,5,33,116,149
8063,8063,120,12,25,37
8064,8064,216,60,76,136
8065,8065,402,41,62,103
8066,8066,431,46,57,103
8067,8067,187,58,39,97
8068,8068,293,15,93,108
8069,8069,394,56,19,75
8070,8070,8,21,67,88
8071,8071,363,31,100,131
8072,8072,128,34,41,75
8073,8073,73,13,68,81
8074,8074,392,56,86,142
8075,8075,239,50,84,134
8076,8076,471,18,112,130
8077,8077,12,52,101,153
8078,8078,89,23,67,90
8079,8079,215,60,45,105
8080,8080,143,57,65,122
8081,8081,117,11,112,123
8082,8082,330,15,63,78
8083,8083,52,32,27,59
8084,8084,17,11,36,47
8085,8085,387,21,23,44
8086,8086,375,49,107,156
8087,8087,214,52,68,120
8088,8088,228,19,51,70
8089,8089,21,35,90,125
8090,8090,332,33,117,150
8091,8091,70,18,111,129
8092,8092,45,39,88,127
8093,8093,201,37,109,146
8094,8094,420,11,29,40
8095,8095,398,13,38,51
8096,8096,3,36,87,123
8097,8097,218,21,102,123
8098,8098,374,22,16,38
8099,8099,66,31,92,123
8100,8100,444,51,119,170
8101,8101,99,41,108,149
8102,8102,51,44,24,68
8103,8103,205,34,84,118
8104,8104,391,16,96,112
8105,8105,360,23,24,47
8106,8106,187,56,118,174
8107,8107,141,47,110,157
8108,8108,247,40,46,86
8109,8109,110,50,66,116
8110,8110,88,32,105,137
8111,8111,118,11,41,52
8112,8112,237,34,116,150
8113,8113,430,60,37,97
8114,8114,156,21,97,118
8115,8115,349,41,67,108
8116,8116,329,38,81,119
8117,8117,450,54,49,103
8118,8118,204,36,92,128
8119,8119,19,51,81,132
8120,8120,277,49,67,116
8121,8121,177,36,52,88
8122,8122,80,21,91,112
8123,8123,407,39,79,118
8124,8124,467,12,99,111
8125,8125,372,43,78,121
8126,8126,221,48,117,165
8127,8127,2,19,50,69
8128,8128,372,13,19,32
8129,8129,258,46,28,74
8130,8130,280,43,22,65
8131,8131,360,58,110,168
8132,8132,129,57,63,120
8133,8133,297,41,54,95
8134,8134,185,26,79,105
8135,8135,186,30,38,68
8136,8136,68,10,63,73
8137,8137,469,11,37,48
8138,8138,130,20,108,128
8139,8139,253,20,87,107
8140,8140,328,35,72,107
8141,8141,23,40,50,90
8142,8142,80,28,45,73
8143,8143,279,37,59,96
8144,8144,86,40,104,144
8145,8145,157,26,32,58
8146,8146,153,49,44,93
8147,8147,280,12,57,69
8148,8148,79,60,29,89
8149,8149,472,26,106,132
8150,8150,179,50,55,105
8151,8151,295,10,82,92
8152,8152,10,37,15,52
8153,8153,262,60,35,95
8154,8154,457,41,103,144
8155,8155,236,19,22,41
8156,8156,51,36,104,140
8157,8157,191,27,88,115
8158,8158,440,59,120,179
8159,8159,190,36,91,127
8160,8160,154,58,24,82
8161,8161,237,36,32,68
8162,8162,217,13,29,42
8163,8163,47,25,44,69
8164,8164,473,38,68,106
8165,8165,451,55,102,157
8166,8166,96,40,17,57
8167,8167,474,16,115,131
8168,8168,50,58,113,171
8169,8169,443,58,106,164
8170,8170,381,16,25,41
8171,8171,271,37,53,90
8172,8172,403,46,27,73
8173,8173,131,19,92,111
8174,8174,236,52,19,71
8175,8175,59,13,23,36
8176,8176,117,37,100,137
8177,8177,192,26,119,145
8178,8178,414,42,46,88
8179,8179,226,31,45,76
8180,8180,221,29,72,101
8181,8181,328,31,24,55
8182,8182,381,55,107,162
8183,8183,123,60,67,127
8184,8184,47,44,17,61
8185,8185,253,31,114,145
8186,8186,185,16,102,118
8187,8187,462,55,87,142
8188,8188,416,53,29,82
8189,8189,43,25,59,84
8190,8190,312,14,117,131
8191,8191,473,32,110,142
8192,8192,386,42,59,101
8193,8193,459,51,83,134
8194,8194,458,45,109,154
8195,8195,120,37,19,56
8196,8196,222,27,101,128
8197,8197,460,53,19,72
8198,8198,137,35,116,151
8199,8199,195,12,47,59
8200,8200,368,27,80,107
8201,8201,55,20,78,98
8202,8202,480,49,98,147
8203,8203,3,52,66,118
8204,8204,104,25,27,52
8205,8205,186,50,69,119
8206,8206,459,36,67,103
8207,8207,70,15,107,122
8208,8208,326,51,37,88
8209,8209,114,41,84,125
8210,8210,21,14,34,48
8211,8211,243,27,34,61
8212,8212,275,41,59,100
8213,8213,97,47,80,127
8214,8214,284,52,29,81
8215,8215,432,55,44,99
8216,8216,415,10,15,25
8217,8217,408,45,108,153
8218,8218,264,52,40,92
8219,8219,133,12,73,85
8220,8220,448,13,65,78
8221,8221,130,34,117,151
8222,8222,124,44,105,149
8223,8223,250,26,31,57
8224,8224,231,38,90,128
8225,8225,132,28,57,85
8226,8226,86,42,106,148
8227,8227,481,34,65,99
8228,8228,118,38,101,139
8229,8229,254,36,100,136
8230,8230,248,38,56,94
8231,8231,17,48,117,165
8232,8232,348,36,60,96
8233,8233,3,24,21,45
8234,8234,352,24,114,138
8235,8235,7,59,29,88
8236,8236,164,47,99,146
8237,8237,271,53,68,121
8238,8238,200,29,112,141
8239,8239,195,21,58,79
8240,8240,202,45,93,138
8241,8241,437,15,21,36
8242,8242,391,28,55,83
8243,8243,250,43,72,115
8244,8244,462,50,39,89
8245,8245,52,55,94,149
8246,8246,109,23,93,116
8247,8247,339,18,66,84
8248,8248,425,35,56,91
8249,8249,154,21,23,44
8250,8250,456,15,61,76
8251,8251,31,12,85,97
8252,8252,46,16,33,49
8253,8253,113,11,107,118
8254,8254,246,48,110,158
8255,8255,105,34,112,146
8256,8256,94,53,113,166
8257,8257,171,59,66,125
8258,8258,230,28,75,103
8259,8259,65,51,28,79
8260,8260,335,53,85,138
8261,8261,381,18,91,109
8262,8262,231,16,98,114
8263,8263,275,38,88,126
8264,8264,30,17,69,86
8265,8265,472,54,19,73
8266,8266,253,14,105,119
8267,8267,348,10,108,118
8268,8268,429,30,35,65
8269,8269,34,44,68,112
8270,8270,248,51,103,154
8271,8271,78,49,55,104
8272,8272,264,22,119,141
8273,8273,208,35,77,112
8274,8274,476,51,77,128
8275,8275,314,53,55,108
8276,8276,58,48,50,98
8277,8277,286,26,99,125
8278,8278,57,33,103,136
8279,8279,253,15,112,127
8280,8280,77,17,118,135
8281,8281,412,21,71,92
8282,8282,411,29,113,142
8283,8283,30,39,101,140
8284,8284,343,14,63,77
8285,8285,311,40,44,84
8286,8286,232,48,96,144
8287,8287,402,59,64,123
8288,8288,35,18,98,116
8289,8289,372,12,68,80
8290,8290,148,57,97,154
8291,8291,263,52,25,77
8292,8292,400,16,117,133
8293,8293,145,23,74,97
8294,8294,376,34,29,63
8295,8295,32,23,20,43
8296,8296,449,53,53,106
8297,8297,271,57,94,151
8298,8298,348,12,60,72
8299,8299,127,49,83,132
8300,8300,119,27,114,141
8301,8301,376,21,112,133
8302,8302,440,56,21,77
8303,8303,418,45,48,93
8304,8304,210,19,116,135
8305,8305,445,60,106,166
8306,8306,111,16,92,108
8307,8307,427,25,38,63
8308,8308,227,60,17,77
8309,8309,246,10,51,61
8310,8310,106,14,71,85
8311,8311,298,18,62,80
8312,8312,168,51,53,104
8313,8313,225,28,59,87
8314,8314,124,43,30,73
8315,8315,230,18,108,126
8316,8316,4,18,98,116
8317,8317,310,10,97,107
8318,8318,274,14,52,66
8319,8319,395,14,43,57
8320,8320,459,22,114,136
8321,8321,273,24,55,79
8322,8322,25,50,76,126
8323,8323,48,49,46,95
8324,8324,288,11,82,93
8325,8325,138,38,80,118
8326,8326,427,11,79,90
8327,8327,442,20,46,66
8328,8328,337,34,69,103
8329,8329,479,26,54,80
8330,8330,478,27,100,127
8331,8331,110,50,52,102
8332,8332,471,32,47,79
8333,8333,12,59,84,143
8334,8334,196,23,51,74
8335,8335,29,46,98,144
8336,8336,474,29,106,135
8337,8337,265,59,105,164
8338,8338,187,16,56,72
8339,8339,450,34,15,49
8340,8340,359,18,78,96
8341,8341,199,38,92,130
8342,8342,18,15,68,83
8343,8343,131,39,46,85
8344,8344,280,56,88,144
8345,8345,126,11,77,88
8346,8346,50,20,33,53
8347,8347,202,34,37,71
8348,8348,232,10,108,118
8349,8349,438,57,65,122
8350,8350,365,19,105,124
8351,8351,42,20,87,107
8352,8352,348,48,80,128
8353,8353,159,52,23,75
8354,8354,21,17,46,63
8355,8355,74,13,59,72
8356,8356,101,28,51,79
8357,8357,221,29,109,138
8358,8358,176,49,46,95
8359,8359,89,57,104,161
8360,8360,383,41,117,158
8361,8361,246,39,110,149
8362,8362,40,24,81,105
8363,8363,200,50,53,103
8364,8364,177,17,58,75
8365,8365,475,11,31,42
8366,8366,466,10,116,126
8367,8367,32,31,59,90
8368,8368,280,60,69,129
8369,8369,226,32,21,53
8370,8370,423,14,40,54
8371,8371,389,60,65,125
8372,8372,263,35,77,112
8373,8373,467,41,75,116
8374,8374,429,46,20,66
8375,8375,392,55,16,71
8376,8376,206,42,92,134
8377,8377,262,21,119,140
8378,8378,257,54,86,140
8379,8379,411,35,96,131
8380,8380,472,55,56,111
8381,8381,358,44,106,150
8382,8382,102,27,100,127
8383,8383,24,31,33,64
8384,8384,280,41,115,156
8385,8385,337,24,97,121
8386,8386,280,43,16,59
8387,8387,86,57,38,95
8388,8388,164,49,114,163
8389,8389,401,32,75,107
8390,8390,467,43,64,107
8391,8391,285,46,112,158
8392,8392,216,34,67,101
8393,8393,146,42,61,103
8394,8394,111,36,112,148
8395,8395,455,20,92,112
8396,8396,229,17,101,118
8397,8397,439,44,120,164
8398,8398,373,11,25,36
8399,8399,23,26,103,129
8400,8400,52,43,95,138
8401,8401,200,32,63,95
8402,8402,392,56,72,128
8403,8403,138,51,17,68
8404,8404,166,29,67,96
8405,8405,36,57,118,175
8406,8406,380,36,109,145
8407,8407,96,18,82,100
8408,8408,12,28,96,124
8409,8409,184,24,80,104
8410,8410,214,29,102,131
8411,8411,30,52,63,115
8412,8412,187,34,67,101
8413,8413,143,56,62,118
8414,8414,156,54,58,112
8415,8415,103,44,100,144
8416,8416,478,48,110,158
8417,8417,444,21,86,107
8418,8418,233,57,86,143
8419,8419,273,39,86,125
8420,8420,122,29,105,134
8421,8421,183,21,58,79
8422,8422,56,52,62,114
8423,8423,65,51,40,91
8424,8424,236,27,74,101
8425,8425,81,27,106,133
8426,8426,389,52,98,150
8427,8427,51,11,92,103
8428,8428,86,37,105,142
8429,8429,389,58,28,86
8430,8430,425,43,16,59
8431,8431,475,45,33,78
8432,8432,297,55,82,137
8433,8433,276,24,62,86
8434,8434,136,33,30,63
8435,8435,462,47,102,149
8436,8436,418,53,92,145
8437,8437,395,17,95,112
8438,8438,271,35,40,75
8439,8439,381,48,91,139
8440,8440,42,34,105,139
8441,8441,112,14,58,72
8442,8442,264,42,86,128
8443,8443,393,27,96,123
8444,8444,181,24,42,66
8445,8445,306,35,83,118
8446,8446,356,42,106,148
8447,8447,410,30,102,132
8448,8448,236,57,16,73
8449,8449,155,31,32,63
8450,8450,141,57,118,175
8451,8451,217,28,38,66
8452,8452,288,38,73,111
8453,8453,473,50,44,94
8454,8454,449,33,16,49
8455,8455,374,22,17,39
8456,8456,422,40,74,114
8457,8457,310,27,70,97
8458,8458,321,15,44,59
8459,8459,66,58,75,133
8460,8460,454,46,53,99
8461,8461,242,25,76,101
8462,8462,184,32,74,106
8463,8463,169,11,76,87
8464,8464,173,24,75,99
8465,8465,156,38,36,74
8466,8466,78,52,109,161
8467,8467,176,13,83,96
8468,8468,223,56,36,92
8469,8469,350,23,20,43
8470,8470,60,51,52,103
8471,8471,201,14,47,61
8472,8472,104,42,46,88
8473,8473,144,34,25,59
8474,8474,465,19,103,122
8475,8475,79,12,28,40
8476,8476,252,27,96,123
8477,8477,306,54,65,119
8478,8478,425,38,17,55
8479,8479,271,19,37,56
8480,8480,21,22,79,101
8481,8481,235,41,83,124
8482,8482,468,56,49,105
8483,8483,392,16,23,39
8484,8484,39,36,110,146
8485,8485,273,38,99,137
8486,8486,298,24,52,76
8487,8487,353,17,111,128
8488,8488,37,55,75,130
8489,8489,221,29,64,93
8490,8490,338,34,42,76
8491,8491,266,45,86,131
8492,8492,65,55,58,113
8493,8493,356,56,82,138
8494,8494,47,12,105,117
8495,8495,311,13,107,120
8496,8496,392,44,109,153
8497,8497,271,29,59,88
8498,8498,283,57,107,164
8499,8499,403,60,41,101
8500,8500,360,31,60,91
8501,8501,47,47,112,159
8502,8502,427,42,113,155
8503,8503,273,19,49,68
8504,8504,242,21,32,53
8505,8505,388,10,108,118
8506,8506,302,21,102,123
8507,8507,46,45,119,164
8508,8508,367,14,28,42
8509,8509,320,55,48,103
8510,8510,476,33,109,142
8511,8511,437,47,64,111
8512,8512,153,34,63,97
8513,8513,328,12,57,69
8514,8514,254,16,70,86
8515,8515,61,58,71,129
8516,8516,56,34,45,79
8517,8517,353,60,30,90
8518,8518,421,26,37,63
8519,8519,156,48,64,112
8520,8520,304,11,42,53
8521,8521,8,59,93,152
8522,8522,328,55,110,165
8523,8523,269,27,35,62
8524,8524,424,22,21,43
8525,8525,389,12,55,67
8526,8526,432,23,29,52
8527,8527,30,20,49,69
8528,8528,56,35,15,50
8529,8529,347,11,94,105
8530,8530,118,43,109,152
8531,8531,82,28,99,127
8532,8532,414,43,41,84
8533,8533,6,24,70,94
8534,8534,180,49,20,69
8535,8535,307,54,103,157
8536,8536,288,45,104,149
8537,8537,432,32,84,116
8538,8538,20,21,85,106
8539,8539,449,31,75,106
8540,8540,243,18,39,57
8541,8541,384,28,55,83
8542,8542,140,55,60,115
8543,8543,96,41,44,85
8544,8544,360,58,60,118
8545,8545,440,53,63,116
8546,8546,146,36,51,87
8547,8547,410,59,34,93
8548,8548,445,53,57,110
8549,8549,401,18,112,130
8550,8550,262,48,65,113
8551,8551,232,21,79,100
8552,8552,271,51,113,164
8553,8553,255,28,90,118
8554,8554,156,37,90,127
8555,8555,125,55,69,124
8556,8556,73,42,16,58
8557,8557,78,47,60,107
8558,8558,280,35,50,85
8559,8559,312,47,88,135
8560,8560,16,19,75,94
8561,8561,477,32,19,51
8562,8562,158,36,80,116
8563,8563,259,33,40,73
8564,8564,92,55,46,101
8565,8565,304,57,19,76
8566,8566,140,22,80,102
8567,8567,154,51,52,103
8568,8568,244,44,94,138
8569,8569,428,36,70,106
8570,8570,225,31,109,140
8571,8571,206,29,68,97
8572,8572,325,36,63,99
8573,8573,54,31,36,67
8574,8574,457,47,89,136
8575,8575,263,33,114,147
8576,8576,354,42,42,84
8577,8577,341,22,27,49
8578,8578,138,11,39,50
8579,8579,100,42,50,92
8580,8580,67,59,69,128
8581,8581,110,31,64,95
8582,8582,473,35,40,75
8583,8583,192,36,71,107
8584,8584,158,34,113,147
8585,8585,240,52,75,127
8586,8586,417,24,28,52
8587,8587,7,15,115,130
8588,8588,57,37,59,96
8589,8589,267,48,48,96
8590,8590,360,10,66,76
8591,8591,354,48,95,143
8592,8592,440,25,56,81
8593,8593,212,39,41,80
8594,8594,56,26,21,47
8595,8595,146,50,111,161
8596,8596,240,40,67,107
8597,8597,185,32,95,127
8598,8598,411,53,36,89
8599,8599,11,25,45,70
8600,8600,193,47,53,100
8601,8601,210,23,21,44
8602,8602,216,60,33,93
8603,8603,34,40,78,118
8604,8604,399,21,102,123
8605,8605,235,49,88,137
8606,8606,304,40,105,145
8607,8607,190,10,48,58
8608,8608,183,37,29,66
8609,8609,225,30,50,80
8610,8610,462,46,77,123
8611,8611,263,19,24,43
8612,8612,52,38,77,115
8613,8613,74,53,68,121
8614,8614,116,49,29,78
8615,8615,142,54,30,84
8616,8616,185,15,25,40
8617,8617,188,15,38,53
8618,8618,275,20,94,114
8619,8619,472,52,117,169
8620,8620,401,47,83,130
8621,8621,283,53,114,167
8622,8622,390,37,118,155
8623,8623,276,45,68,113
8624,8624,177,36,32,68
8625,8625,66,11,28,39
8626,8626,197,40,45,85
8627,8627,122,42,85,127
8628,8628,289,28,48,76
8629,8629,218,16,16,32
8630,8630,306,14,117,131
8631,8631,132,14,24,38
8632,8632,307,51,103,154
8633,8633,120,49,33,82
8634,8634,448,48,17,65
8635,8635,438,44,99,143
8636,8636,387,13,77,90
8637,8637,174,42,21,63
8638,8638,341,50,48,98
8639,8639,232,18,30,48
8640,8640,267,18,79,97
8641,8641,413,11,100,111
8642,8642,425,41,28,69
8643,8643,221,17,118,135
8644,8644,306,36,34,70
8645,8645,156,21,31,52
8646,8646,293,15,87,102
8647,8647,222,49,27,76
8648,8648,459,35,57,92
8649,8649,111,53,87,140
8650,8650,299,19,31,50
8651,8651,45,51,110,161
8652,8652,196,28,42,70
8653,8653,388,12,96,108
8654,8654,217,16,20,36
8655,8655,148,37,60,97
8656,8656,23,16,32,48
8657,8657,310,17,117,134
8658,8658,294,25,62,87
8659,8659,452,57,89,146
8660,8660,67,44,41,85
8661,8661,381,28,81,109
8662,8662,226,19,56,75
8663,8663,458,13,76,89
8664,8664,333,56,32,88
8665,8665,206,23,103,126
8666,8666,89,57,87,144
8667,8667,114,50,42,92
8668,8668,388,39,89,128
8669,8669,368,16,41,57
8670,8670,87,33,98,131
8671,8671,191,38,36,74
8672,8672,302,29,68,97
8673,8673,140,35,24,59
8674,8674,227,32,60,92
8675,8675,336,27,119,146
8676,8676,99,38,119,157
8677,8677,135,32,108,140
8678,8678,222,27,51,78
8679,8679,229,32,107,139
8680,8680,310,40,26,66
8681,8681,332,16,71,87
8682,8682,102,54,47,101
8683,8683,423,31,96,127
8684,8684,308,29,81,110
8685,8685,400,28,83,111
8686,8686,452,39,24,63
8687,8687,184,56,114,170
8688,8688,27,31,77,108
8689,8689,469,45,61,106
8690,8690,320,51,118,169
8691,8691,339,11,43,54
8692,8692,133,12,87,99
8693,8693,274,13,72,85
8694,8694,12,55,42,97
8695,8695,152,17,37,54
8696,8696,401,47,116,163
8697,8697,385,28,96,124
8698,8698,366,51,86,137
8699,8699,281,49,57,106
8700,8700,383,26,43,69
8701,8701,402,44,75,119
8702,8702,295,46,45,91
8703,8703,322,44,95,139
8704,8704,234,11,56,67
8705,8705,56,47,37,84
8706,8706,136,28,21,49
8707,8707,446,47,73,120
8708,8708,80,56,23,79
8709,8709,461,37,114,151
8710,8710,407,44,54,98
8711,8711,291,41,65,106
8712,8712,367,55,107,162
8713,8713,160,10,38,48
8714,8714,119,25,51,76
8715,8715,343,18,65,83
8716,8716,206,14,60,74
8717,8717,58,19,71,90
8718,8718,362,31,59,90
8719,8719,277,18,63,81
8720,8720,453,51,100,151
8721,8721,448,51,46,97
8722,8722,351,17,69,86
8723,8723,387,47,79,126
8724,8724,464,42,91,133
8725,8725,148,44,91,135
8726,8726,301,37,52,89
8727,8727,183,42,41,83
8728,8728,187,31,83,114
8729,8729,127,32,53,85
8730,8730,170,59,120,179
8731,8731,37,42,45,87
8732,8732,108,44,20,64
8733,8733,390,39,105,144
8734,8734,323,45,45,90
8735,8735,301,35,15,50
8736,8736,203,33,57,90
8737,8737,46,53,91,144
8738,8738,458,33,61,94
8739,8739,193,19,65,84
8740,8740,200,43,47,90
8741,8741,359,52,49,101
8742,8742,260,34,70,104
8743,8743,107,48,78,126
8744,8744,31,46,117,163
8745,8745,412,23,69,92
8746,8746,57,29,113,142
8747,8747,285,31,78,109
8748,8748,162,58,77,135
8749,8749,317,52,99,151
8750,8750,340,60,15,75
8751,8751,60,12,118,130
8752,8752,222,32,21,53
8753,8753,371,50,57,107
8754,8754,447,26,70,96
8755,8755,257,60,61,121
8756,8756,30,31,90,121
8757,8757,443,52,120,172
8758,8758,378,59,72,131
8759,8759,143,25,61,86
8760,8760,192,38,79,117
8761,8761,267,46,43,89
8762,8762,302,12,102,114
8763,8763,258,44,89,133
8764,8764,212,17,107,124
8765,8765,302,59,72,131
8766,8766,465,33,20,53
8767,8767,308,23,86,109
8768,8768,268,30,100,130
8769,8769,395,44,100,144
8770,8770,480,47,55,102
8771,8771,92,54,72,126
8772,8772,152,13,37,50
8773,8773,347,42,59,101
8774,8774,213,37,18,55
8775,8775,5,20,33,53
8776,8776,26,50,114,164
8777,8777,344,20,118,138
8778,8778,413,31,58,89
8779,8779,150,47,42,89
8780,8780,247,10,72,82
8781,8781,290,36,62,98
8782,8782,98,25,22,47
8783,8783,333,26,105,131
8784,8784,212,24,115,139
8785,8785,102,14,41,55
8786,8786,30,42,20,62
8787,8787,2,30,65,95
8788,8788,167,42,79,121
8789,8789,326,48,69,117
8790,8790,451,59,42,101
8791,8791,455,57,46,103
8792,8792,480,36,118,154
8793,8793,120,59,76,135
8794,8794,158,46,99,145
8795,8795,37,49,20,69
8796,8796,263,54,106,160
8797,8797,121,36,102,138
8798,8798,78,13,45,58
8799,8799,68,10,23,33
8800,8800,133,40,29,69
8801,8801,430,11,60,71
8802,8802,385,44,78,122
8803,8803,79,39,92,131
8804,8804,323,14,108,122
8805,8805,374,41,89,130
8806,8806,156,24,65,89
8807,8807,202,44,66,110
8808,8808,150,23,57,80
8809,8809,96,32,94,126
8810,8810,258,25,37,62
8811,8811,192,21,19,40
8812,8812,141,26,114,140
8813,8813,396,58,96,154
8814,8814,155,17,20,37
8815,8815,444,34,35,69
8816,8816,466,48,33,81
8817,8817,355,55,38,93
8818,8818,185,49,63,112
8819,8819,89,44,113,157
8820,8820,389,33,81,114
8821,8821,445,16,116,132
8822,8822,163,23,106,129
8823,8823,169,26,58,84
8824,8824,33,18,49,67
8825,8825,355,47,86,133
8826,8826,366,22,65,87
8827,8827,328,21,82,103
8828,8828,345,46,64,110
8829,8829,354,35,117,152
8830,8830,303,28,18,46
8831,8831,58,25,56,81
8832,8832,37,23,89,112
8833,8833,205,17,71,88
8834,8834,68,43,81,124
8835,8835,397,32,17,49
8836,8836,122,34,23,57
8837,8837,279,12,34,46
8838,8838,430,14,79,93
8839,8839,349,25,94,119
8840,8840,29,32,119,151
8841,8841,415,54,49,103
8842,8842,178,60,82,142
8843,8843,17,18,41,59
8844,8844,182,38,106,144
8845,8845,435,48,60,108
8846,8846,69,18,44,62
8847,8847,31,39,58,97
8848,8848,144,29,18,47
8849,8849,137,56,16,72
8850,8850,459,58,74,132
8851,8851,350,14,87,101
8852,8852,26,39,109,148
8853,8853,352,19,78,97
8854,8854,192,47,87,134
8855,8855,24,16,83,99
8856,8856,7,34,73,107
8857,8857,406,56,118,174
8858,8858,404,11,38,49
8859,8859,146,51,111,162
8860,8860,12,60,67,127
8861,8861,55,15,88,103
8862,8862,465,17,42,59
8863,8863,376,37,109,146
8864,8864,269,59,60,119
8865,8865,413,57,34,91
8866,8866,244,10,90,100
8867,8867,176,46,34,80
8868,8868,101,44,85,129
8869,8869,265,33,57,90
8870,8870,327,38,47,85
8871,8871,402,38,100,138
8872,8872,183,31,89,120
8873,8873,226,59,18,77
8874,8874,259,16,68,84
8875,8875,373,35,68,103
8876,8876,114,44,17,61
8877,8877,256,52,108,160
8878,8878,22,12,102,114
8879,8879,217,54,92,146
8880,8880,252,38,45,83
8881,8881,161,55,30,85
8882,8882,449,56,71,127
8883,8883,81,57,18,75
8884,8884,317,16,51,67
8885,8885,27,50,42,92
8886,8886,58,15,105,120
8887,8887,295,49,106,155
8888,8888,155,10,78,88
8889,8889,393,33,46,79
8890,8890,59,16,62,78
8891,8891,134,47,107,154
8892,8892,418,52,29,81
8893,8893,265,50,35,85
8894,8894,207,51,74,125
8895,8895,417,45,92,137
8896,8896,442,29,42,71
8897,8897,105,35,39,74
8898,8898,40,25,84,109
8899,8899,118,28,61,89
8900,8900,481,45,46,91
8901,8901,34,32,52,84
8902,8902,83,33,21,54
8903,8903,371,29,97,126
8904,8904,389,25,61,86
8905,8905,209,58,23,81
8906,8906,407,21,82,103
8907,8907,261,11,75,86
8908,8908,357,30,32,62
8909,8909,481,43,107,150
8910,8910,470,49,110,159
8911,8911,6,40,88,128
8912,8912,331,44,61,105
8913,8913,393,53,86,139
8914,8914,372,41,69,110
8915,8915,273,37,119,156
8916,8916,297,10,103,113
8917,8917,361,13,40,53
8918,8918,357,34,77,111
8919,8919,27,34,37,71
8920,8920,348,35,118,153
8921,8921,211,26,28,54
8922,8922,479,23,53,76
8923,8923,316,16,90,106
8924,8924,399,22,25,47
8925,8925,88,54,101,155
8926,8926,449,16,36,52
8927,8927,331,30,94,124
8928,8928,267,18,32,50
8929,8929,109,18,110,128
8930,8930,268,57,82,139
8931,8931,176,28,75,103
8932,8932,386,47,43,90
8933,8933,322,55,25,80
8934,8934,265,60,50,110
8935,8935,175,31,98,129
8936,8936,361,22,18,40
8937,8937,82,30,66,96
8938,8938,49,54,87,141
8939,8939,384,43,106,149
8940,8940,95,53,100,153
8941,8941,205,39,86,125
8942,8942,38,21,57,78
8943,8943,320,40,54,94
8944,8944,330,16,16,32
8945,8945,354,39,30,69
8946,8946,365,22,38,60
8947,8947,396,48,82,130
8948,8948,123,41,65,106
8949,8949,250,56,49,105
8950,8950,207,15,18,33
8951,8951,38,36,19,55
8952,8952,456,58,65,123
8953,8953,105,48,106,154
8954,8954,400,60,116,176
8955,8955,10,46,87,133
8956,8956,190,30,108,138
8957,8957,74,35,83,118
8958,8958,354,56,90,146
8959,8959,301,19,49,68
8960,8960,454,39,49,88
8961,8961,133,26,79,105
8962,8962,72,25,65,90
8963,8963,298,34,102,136
8964,8964,95,28,41,69
8965,8965,347,22,49,71
8966,8966,416,49,25,74
8967,8967,362,23,27,50
8968,8968,60,21,91,112
8969,8969,209,56,54,110
8970,8970,139,41,54,95
8971,8971,375,15,19,34
8972,8972,133,22,87,109
8973,8973,28,27,76,103
8974,8974,158,51,18,69
8975,8975,279,52,114,166
8976,8976,299,45,86,131
